,team,goals,assists,ds,throwaways,drops,opoints,dpoints,totalpoints,pct_opoints,pct_goal,pct_assist,pct_d,goal_percentile,assist_percentile,cluster
Matt R,,6,7,1,7,1,23,168,191,0.120418848168,0.0314136125654,0.0366492146597,0.00523560209424,0.289575289575,0.374517374517,d_roleplayer
Mackenzi,,6,3,6,1,2,4,58,62,0.0645161290323,0.0967741935484,0.0483870967742,0.0967741935484,0.797297297297,0.48906048906,d_cutter
Sammon A,,6,4,5,10,2,158,11,169,0.934911242604,0.0355029585799,0.0236686390533,0.0295857988166,0.335907335907,0.217503217503,o_handler
Chen D,,6,2,1,1,0,3,34,37,0.0810810810811,0.162162162162,0.0540540540541,0.027027027027,0.951093951094,0.541827541828,d_cutter
Dixon G,,6,22,6,25,5,96,115,211,0.454976303318,0.0284360189573,0.104265402844,0.0284360189573,0.254826254826,0.840411840412,d_handler
Hubbar B,,6,6,7,13,3,66,98,164,0.40243902439,0.0365853658537,0.0365853658537,0.0426829268293,0.34555984556,0.371943371943,d_roleplayer
Ludwig K,,6,7,2,5,0,64,11,75,0.853333333333,0.08,0.0933333333333,0.0266666666667,0.700772200772,0.791505791506,o_cutter
Lehman S,,6,1,0,2,0,45,24,69,0.652173913043,0.0869565217391,0.0144927536232,0.0,0.738738738739,0.140926640927,d_cutter
Miller C,,6,15,10,6,4,94,196,290,0.324137931034,0.0206896551724,0.051724137931,0.0344827586207,0.196911196911,0.519305019305,d_handler
Fox Cody,,6,8,3,21,4,138,84,222,0.621621621622,0.027027027027,0.036036036036,0.0135135135135,0.2425997426,0.357786357786,o_handler
Larocque,,6,10,4,7,2,45,50,95,0.473684210526,0.0631578947368,0.105263157895,0.0421052631579,0.586872586873,0.844272844273,d_handler
Norris J,,6,34,0,22,1,195,18,213,0.915492957746,0.0281690140845,0.159624413146,0.0,0.252252252252,0.969111969112,o_handler
North K,,6,13,13,10,4,36,156,192,0.1875,0.03125,0.0677083333333,0.0677083333333,0.285714285714,0.646718146718,d_handler
Nether J,,6,26,6,22,2,142,52,194,0.731958762887,0.0309278350515,0.134020618557,0.0309278350515,0.281853281853,0.908622908623,o_handler
Lambor E,,6,0,10,4,2,30,104,134,0.223880597015,0.044776119403,0.0,0.0746268656716,0.420849420849,0.0482625482625,d_roleplayer
Kotwa T.,,6,2,5,0,0,4,74,78,0.0512820512821,0.0769230769231,0.025641025641,0.0641025641026,0.675675675676,0.241312741313,d_cutter
Lee S,,6,6,1,9,5,66,36,102,0.647058823529,0.0588235294118,0.0588235294118,0.00980392156863,0.553410553411,0.578507078507,o_handler
Allen T,,6,10,5,17,1,122,26,148,0.824324324324,0.0405405405405,0.0675675675676,0.0337837837838,0.386743886744,0.644787644788,o_handler
Kyle Rom,,6,0,1,0,0,15,43,58,0.258620689655,0.103448275862,0.0,0.0172413793103,0.831402831403,0.0482625482625,d_cutter
Nardel E,,6,3,3,3,1,14,31,45,0.311111111111,0.133333333333,0.0666666666667,0.0666666666667,0.906692406692,0.638352638353,d_cutter
Ames M,,6,36,2,27,4,245,35,280,0.875,0.0214285714286,0.128571428571,0.00714285714286,0.202059202059,0.901544401544,o_handler
Bryson M,,6,7,7,6,2,33,135,168,0.196428571429,0.0357142857143,0.0416666666667,0.0416666666667,0.338481338481,0.436293436293,d_roleplayer
Dunn T,,6,5,5,5,2,18,159,177,0.101694915254,0.0338983050847,0.0282485875706,0.0282485875706,0.321106821107,0.268983268983,d_roleplayer
McGoog J,,6,7,5,3,2,60,58,118,0.508474576271,0.0508474576271,0.0593220338983,0.0423728813559,0.480051480051,0.584298584299,d_handler
Chen W,,5,7,4,9,1,85,113,198,0.429292929293,0.0252525252525,0.0353535353535,0.020202020202,0.230373230373,0.349420849421,d_roleplayer
Matzuka,,5,40,18,31,2,129,184,313,0.41214057508,0.0159744408946,0.127795527157,0.0575079872204,0.149292149292,0.898326898327,d_handler
Schanz R,,5,1,3,2,1,16,53,69,0.231884057971,0.0724637681159,0.0144927536232,0.0434782608696,0.647361647362,0.140926640927,d_cutter
Cheek J,,5,5,2,1,0,4,62,66,0.0606060606061,0.0757575757576,0.0757575757576,0.030303030303,0.669240669241,0.69305019305,d_handler
Russel A,,5,18,10,28,3,97,109,206,0.470873786408,0.0242718446602,0.0873786407767,0.0485436893204,0.221364221364,0.76833976834,d_handler
Rosso S,,5,3,4,3,1,23,47,70,0.328571428571,0.0714285714286,0.0428571428571,0.0571428571429,0.637065637066,0.444658944659,d_cutter
Max,,5,1,8,4,4,7,83,90,0.0777777777778,0.0555555555556,0.0111111111111,0.0888888888889,0.521879021879,0.123552123552,d_cutter
Zukows G,,5,3,4,4,1,13,88,101,0.128712871287,0.049504950495,0.029702970297,0.039603960396,0.460746460746,0.282496782497,d_roleplayer
Chris L,,5,3,3,1,5,19,105,124,0.153225806452,0.0403225806452,0.0241935483871,0.0241935483871,0.38416988417,0.224581724582,d_roleplayer
Rich L,,5,0,6,1,3,26,86,112,0.232142857143,0.0446428571429,0.0,0.0535714285714,0.419562419562,0.0482625482625,d_roleplayer
Clark B,,5,4,12,4,4,32,159,191,0.167539267016,0.0261780104712,0.020942408377,0.0628272251309,0.236808236808,0.189189189189,d_roleplayer
Gilson,,5,7,7,12,7,111,61,172,0.645348837209,0.0290697674419,0.0406976744186,0.0406976744186,0.258687258687,0.425997425997,o_handler
FroatsC,,5,9,5,5,3,28,141,169,0.165680473373,0.0295857988166,0.0532544378698,0.0295857988166,0.265122265122,0.53667953668,d_handler
Fred P,,5,8,8,12,2,73,100,173,0.421965317919,0.028901734104,0.0462427745665,0.0462427745665,0.256113256113,0.467181467181,d_handler
Mogiel S,,5,8,8,4,1,4,146,150,0.0266666666667,0.0333333333333,0.0533333333333,0.0533333333333,0.315958815959,0.537966537967,d_handler
Dan M,,5,8,3,18,1,168,36,204,0.823529411765,0.0245098039216,0.0392156862745,0.0147058823529,0.223938223938,0.40990990991,o_handler
Mostaghi,,5,10,3,5,2,18,96,114,0.157894736842,0.0438596491228,0.0877192982456,0.0263157894737,0.411196911197,0.773487773488,d_handler
Perales,,5,24,11,20,4,149,134,283,0.526501766784,0.017667844523,0.0848056537102,0.0388692579505,0.163449163449,0.759330759331,o_handler
Olson E,,5,24,2,26,1,152,14,166,0.915662650602,0.0301204819277,0.144578313253,0.0120481927711,0.268983268983,0.93564993565,o_handler
F Wooten,,5,4,8,4,1,44,58,102,0.43137254902,0.0490196078431,0.0392156862745,0.078431372549,0.456885456885,0.40990990991,d_cutter
Natali M,,5,2,5,2,0,1,113,114,0.00877192982456,0.0438596491228,0.0175438596491,0.0438596491228,0.411196911197,0.16537966538,d_roleplayer
Jager,,5,8,3,11,1,184,13,197,0.934010152284,0.0253807106599,0.0406091370558,0.0152284263959,0.23166023166,0.42471042471,o_handler
MattSteg,,5,2,2,2,0,25,24,49,0.510204081633,0.102040816327,0.0408163265306,0.0408163265306,0.823037323037,0.427927927928,d_cutter
Schopl D,,5,5,4,1,0,31,45,76,0.407894736842,0.0657894736842,0.0657894736842,0.0526315789474,0.601673101673,0.633204633205,d_handler
Norden J,,5,13,3,14,1,139,43,182,0.763736263736,0.0274725274725,0.0714285714286,0.0164835164835,0.24453024453,0.670527670528,o_handler
Lee R,,5,7,3,13,1,57,138,195,0.292307692308,0.025641025641,0.0358974358974,0.0153846153846,0.234234234234,0.356499356499,d_roleplayer
Baker B,,5,0,2,2,1,9,97,106,0.0849056603774,0.0471698113208,0.0,0.0188679245283,0.445302445302,0.0482625482625,d_roleplayer
Lien A,,5,9,8,23,1,188,34,222,0.846846846847,0.0225225225225,0.0405405405405,0.036036036036,0.209781209781,0.421492921493,o_handler
Terry K,,5,44,9,45,4,192,70,262,0.732824427481,0.0190839694656,0.167938931298,0.0343511450382,0.177606177606,0.975546975547,o_handler
Bolton J,,5,10,9,11,4,56,105,161,0.347826086957,0.0310559006211,0.0621118012422,0.055900621118,0.28314028314,0.611325611326,d_handler
Hastin J,,5,1,3,4,0,2,72,74,0.027027027027,0.0675675675676,0.0135135135135,0.0405405405405,0.610038610039,0.137709137709,d_cutter
Hartzo J,,5,3,4,3,0,2,80,82,0.0243902439024,0.0609756097561,0.0365853658537,0.0487804878049,0.566280566281,0.371943371943,d_cutter
Wallis S,,5,15,1,10,2,73,35,108,0.675925925926,0.0462962962963,0.138888888889,0.00925925925926,0.438223938224,0.925353925354,o_handler
Sulliv B,,5,1,3,1,2,35,76,111,0.315315315315,0.045045045045,0.00900900900901,0.027027027027,0.423423423423,0.115186615187,d_roleplayer
Awerbu B,,5,5,3,13,0,85,44,129,0.658914728682,0.0387596899225,0.0387596899225,0.0232558139535,0.362934362934,0.404118404118,o_handler
Bridge N,,5,5,2,3,0,30,65,95,0.315789473684,0.0526315789474,0.0526315789474,0.0210526315789,0.494851994852,0.530888030888,d_handler
Wetzel N,,5,1,6,8,2,47,54,101,0.465346534653,0.049504950495,0.00990099009901,0.0594059405941,0.460746460746,0.119691119691,d_cutter
Hannon W,,5,8,3,14,3,167,3,170,0.982352941176,0.0294117647059,0.0470588235294,0.0176470588235,0.261904761905,0.47619047619,o_handler
Hunter M,,5,3,2,3,3,20,112,132,0.151515151515,0.0378787878788,0.0227272727273,0.0151515151515,0.352638352638,0.211068211068,d_roleplayer
Lim,,5,4,0,4,0,43,14,57,0.754385964912,0.0877192982456,0.0701754385965,0.0,0.7425997426,0.663449163449,o_cutter
A Olsen,,5,3,6,3,1,7,117,124,0.0564516129032,0.0403225806452,0.0241935483871,0.0483870967742,0.38416988417,0.224581724582,d_roleplayer
Alex J,,5,4,5,5,2,19,89,108,0.175925925926,0.0462962962963,0.037037037037,0.0462962962963,0.438223938224,0.38416988417,d_roleplayer
Kyle M,,5,2,4,5,3,10,115,125,0.08,0.04,0.016,0.032,0.378378378378,0.155083655084,d_roleplayer
Bryant I,,5,34,6,17,0,40,174,214,0.18691588785,0.0233644859813,0.158878504673,0.0280373831776,0.213642213642,0.963963963964,d_handler
Marcy J,,5,18,5,11,1,149,114,263,0.566539923954,0.0190114068441,0.0684410646388,0.0190114068441,0.176319176319,0.651222651223,o_handler
Grunin A,,5,4,3,5,1,16,94,110,0.145454545455,0.0454545454545,0.0363636363636,0.0272727272727,0.431145431145,0.364864864865,d_roleplayer
Yip C,,5,1,1,6,1,29,68,97,0.298969072165,0.0515463917526,0.0103092783505,0.0103092783505,0.48712998713,0.120978120978,d_cutter
Hammon C,,5,8,5,15,3,71,140,211,0.336492890995,0.0236966824645,0.0379146919431,0.0236966824645,0.216216216216,0.397683397683,d_roleplayer
J Sculli,,5,21,2,11,4,152,60,212,0.716981132075,0.0235849056604,0.0990566037736,0.00943396226415,0.214929214929,0.826254826255,o_handler
PhelanL,,4,7,4,4,0,17,108,125,0.136,0.032,0.056,0.032,0.294723294723,0.557271557272,d_handler
Dafeng,,4,6,3,11,3,60,140,200,0.3,0.02,0.03,0.015,0.19111969112,0.287644787645,d_roleplayer
Davis A,,4,4,16,3,2,25,215,240,0.104166666667,0.0166666666667,0.0166666666667,0.0666666666667,0.151222651223,0.160231660232,d_roleplayer
Dehnbo M,,4,2,10,4,1,10,112,122,0.0819672131148,0.0327868852459,0.016393442623,0.0819672131148,0.30694980695,0.158301158301,d_roleplayer
Anders B,,4,5,5,8,1,27,111,138,0.195652173913,0.0289855072464,0.036231884058,0.036231884058,0.2574002574,0.36036036036,d_roleplayer
Alexan N,,4,11,0,6,2,53,16,69,0.768115942029,0.0579710144928,0.159420289855,0.0,0.546975546976,0.967824967825,o_cutter
Dillow L,,4,3,1,6,0,1,74,75,0.0133333333333,0.0533333333333,0.04,0.0133333333333,0.498069498069,0.415701415701,d_cutter
Allan L,,4,4,9,8,1,23,84,107,0.214953271028,0.0373831775701,0.0373831775701,0.0841121495327,0.348777348777,0.388030888031,d_roleplayer
Esser S,,4,5,4,2,0,28,88,116,0.241379310345,0.0344827586207,0.0431034482759,0.0344827586207,0.326898326898,0.447232947233,d_handler
Barich F,,4,5,2,6,0,44,46,90,0.488888888889,0.0444444444444,0.0555555555556,0.0222222222222,0.416344916345,0.553410553411,d_handler
Antoine,,4,3,6,3,2,10,41,51,0.196078431373,0.078431372549,0.0588235294118,0.117647058824,0.685971685972,0.578507078507,d_cutter
Falat E,,4,3,3,4,1,10,91,101,0.0990099009901,0.039603960396,0.029702970297,0.029702970297,0.373873873874,0.282496782497,d_roleplayer
Jeffer I,,4,7,8,5,1,91,45,136,0.669117647059,0.0294117647059,0.0514705882353,0.0588235294118,0.261904761905,0.517374517375,o_handler
Bechis D,,4,2,0,0,3,7,40,47,0.148936170213,0.0851063829787,0.0425531914894,0.0,0.731016731017,0.442084942085,d_cutter
Ryan A,,4,1,3,2,1,1,66,67,0.0149253731343,0.0597014925373,0.0149253731343,0.044776119403,0.561132561133,0.145431145431,d_cutter
Nic V,,4,7,2,8,5,49,31,80,0.6125,0.05,0.0875,0.025,0.468468468468,0.771557271557,o_handler
Jansen B,,4,3,5,5,4,11,110,121,0.0909090909091,0.0330578512397,0.0247933884298,0.0413223140496,0.310810810811,0.229086229086,d_roleplayer
C Wilen,,4,3,2,1,2,15,82,97,0.154639175258,0.0412371134021,0.0309278350515,0.020618556701,0.393822393822,0.298584298584,d_roleplayer
CharlesB,,4,10,4,4,0,37,216,253,0.146245059289,0.0158102766798,0.0395256916996,0.0158102766798,0.146718146718,0.41184041184,d_roleplayer
Jensen C,,4,7,9,5,1,17,85,102,0.166666666667,0.0392156862745,0.0686274509804,0.0882352941176,0.369369369369,0.65250965251,d_handler
Bush,,4,3,2,13,3,189,13,202,0.935643564356,0.019801980198,0.0148514851485,0.00990099009901,0.187902187902,0.144144144144,o_handler
Slaugh R,,4,0,0,0,0,23,14,37,0.621621621622,0.108108108108,0.0,0.0,0.84749034749,0.0482625482625,d_cutter
Smith K,,4,35,9,27,0,160,132,292,0.547945205479,0.013698630137,0.119863013699,0.0308219178082,0.1287001287,0.880308880309,o_handler
Sam C,,4,8,7,20,5,48,170,218,0.220183486239,0.0183486238532,0.0366972477064,0.0321100917431,0.171171171171,0.375804375804,d_roleplayer
Chiles I,,4,5,5,3,3,16,100,116,0.137931034483,0.0344827586207,0.0431034482759,0.0431034482759,0.326898326898,0.447232947233,d_roleplayer
Smith Z,,4,7,2,5,0,14,118,132,0.106060606061,0.030303030303,0.0530303030303,0.0151515151515,0.273487773488,0.534105534106,d_handler
RSimmons,,4,3,0,2,0,3,47,50,0.06,0.08,0.06,0.0,0.700772200772,0.591377091377,d_cutter
Russ H,,4,1,3,3,3,34,20,54,0.62962962963,0.0740740740741,0.0185185185185,0.0555555555556,0.653153153153,0.172458172458,d_cutter
Stacey J,,4,9,1,0,3,11,49,60,0.183333333333,0.0666666666667,0.15,0.0166666666667,0.606177606178,0.94851994852,d_handler
Brenen C,,4,19,3,19,2,112,117,229,0.489082969432,0.0174672489083,0.0829694323144,0.0131004366812,0.159588159588,0.747747747748,d_handler
Sun Choi,,4,0,1,5,1,4,40,44,0.0909090909091,0.0909090909091,0.0,0.0227272727273,0.754826254826,0.0482625482625,d_cutter
Tam R,,4,0,6,2,0,9,103,112,0.0803571428571,0.0357142857143,0.0,0.0535714285714,0.338481338481,0.0482625482625,d_roleplayer
Reinha S,,4,1,2,0,0,4,76,80,0.05,0.05,0.0125,0.025,0.468468468468,0.131274131274,d_roleplayer
Cain T,,4,3,3,3,1,27,85,112,0.241071428571,0.0357142857143,0.0267857142857,0.0267857142857,0.338481338481,0.251608751609,d_roleplayer
Colicc C,,4,0,4,1,0,2,37,39,0.0512820512821,0.102564102564,0.0,0.102564102564,0.828828828829,0.0482625482625,d_cutter
Rathunde,,4,3,5,3,1,3,40,43,0.0697674418605,0.093023255814,0.0697674418605,0.116279069767,0.770913770914,0.658301158301,d_cutter
Bellin D,,4,11,9,18,0,43,157,200,0.215,0.02,0.055,0.045,0.19111969112,0.548906048906,d_handler
Clay C,,4,3,1,1,2,43,18,61,0.704918032787,0.0655737704918,0.0491803278689,0.016393442623,0.599742599743,0.492921492921,o_handler
RenaudP,,4,3,8,2,2,17,70,87,0.195402298851,0.0459770114943,0.0344827586207,0.0919540229885,0.433719433719,0.335263835264,d_roleplayer
Murphy,,4,3,2,6,0,48,44,92,0.521739130435,0.0434782608696,0.0326086956522,0.0217391304348,0.407979407979,0.314671814672,d_cutter
Morgan S,,4,3,6,3,1,33,46,79,0.417721518987,0.0506329113924,0.0379746835443,0.0759493670886,0.47619047619,0.39897039897,d_cutter
Moore S,,4,0,10,1,3,11,94,105,0.104761904762,0.0380952380952,0.0,0.0952380952381,0.356499356499,0.0482625482625,d_roleplayer
Langdon,,4,4,2,4,0,7,21,28,0.25,0.142857142857,0.142857142857,0.0714285714286,0.925353925354,0.929858429858,o_cutter
Lim J,,4,6,1,4,0,31,12,43,0.720930232558,0.093023255814,0.139534883721,0.0232558139535,0.770913770914,0.926640926641,o_cutter
Heath T,,4,4,4,10,3,35,147,182,0.192307692308,0.021978021978,0.021978021978,0.021978021978,0.204633204633,0.203346203346,d_roleplayer
Nathan D,,4,0,3,1,0,2,37,39,0.0512820512821,0.102564102564,0.0,0.0769230769231,0.828828828829,0.0482625482625,d_cutter
Ikeda C,,4,5,4,6,0,79,148,227,0.348017621145,0.0176211453744,0.0220264317181,0.0176211453744,0.162162162162,0.204633204633,d_roleplayer
Krantz,,4,7,8,20,2,92,142,234,0.393162393162,0.017094017094,0.0299145299145,0.034188034188,0.157014157014,0.285714285714,d_roleplayer
JSS,,4,1,6,3,4,16,63,79,0.20253164557,0.0506329113924,0.0126582278481,0.0759493670886,0.47619047619,0.133204633205,d_roleplayer
Graves D,,4,4,4,4,1,16,112,128,0.125,0.03125,0.03125,0.03125,0.285714285714,0.302445302445,d_roleplayer
Hutton N,,4,20,22,14,3,17,205,222,0.0765765765766,0.018018018018,0.0900900900901,0.0990990990991,0.166023166023,0.782496782497,d_handler
Hanselma,,4,0,1,1,0,11,29,40,0.275,0.1,0.0,0.025,0.812741312741,0.0482625482625,d_cutter
Baumer J,,3,3,3,4,1,43,55,98,0.438775510204,0.030612244898,0.030612244898,0.030612244898,0.278635778636,0.29601029601,d_roleplayer
Saltsman,,3,1,8,7,2,67,163,230,0.291304347826,0.0130434782609,0.00434782608696,0.0347826086957,0.126126126126,0.0978120978121,d_roleplayer
McClel M,,3,2,0,2,1,17,30,47,0.36170212766,0.063829787234,0.0425531914894,0.0,0.592020592021,0.442084942085,d_cutter
Vander B,,3,3,2,2,0,41,79,120,0.341666666667,0.025,0.025,0.0166666666667,0.228442728443,0.232303732304,d_roleplayer
Floyd Z,,3,2,1,0,0,16,78,94,0.170212765957,0.031914893617,0.0212765957447,0.0106382978723,0.293436293436,0.194980694981,d_roleplayer
McKelvey,,3,4,3,2,1,8,84,92,0.0869565217391,0.0326086956522,0.0434782608696,0.0326086956522,0.303088803089,0.454954954955,d_roleplayer
Von,,3,2,1,1,0,6,30,36,0.166666666667,0.0833333333333,0.0555555555556,0.0277777777778,0.720077220077,0.553410553411,d_cutter
Jaffe M,,3,5,6,4,0,11,143,154,0.0714285714286,0.0194805194805,0.0324675324675,0.038961038961,0.185328185328,0.311454311454,d_roleplayer
Reed D,,3,1,5,1,2,11,77,88,0.125,0.0340909090909,0.0113636363636,0.0568181818182,0.323680823681,0.126126126126,d_roleplayer
B Nelson,,3,15,6,11,1,28,163,191,0.146596858639,0.0157068062827,0.0785340314136,0.0314136125654,0.143500643501,0.711711711712,d_handler
B Keren,,3,5,0,1,0,46,5,51,0.901960784314,0.0588235294118,0.0980392156863,0.0,0.553410553411,0.817245817246,o_cutter
Watts A.,,3,7,7,10,1,2,196,198,0.010101010101,0.0151515151515,0.0353535353535,0.0353535353535,0.13963963964,0.349420849421,d_roleplayer
Weiner M,,3,2,4,1,1,55,16,71,0.774647887324,0.0422535211268,0.0281690140845,0.056338028169,0.400257400257,0.267696267696,o_handler
D Cox,,3,2,6,4,2,11,71,82,0.134146341463,0.0365853658537,0.0243902439024,0.0731707317073,0.34555984556,0.227799227799,d_roleplayer
Kaczma N,,3,3,1,0,0,11,66,77,0.142857142857,0.038961038961,0.038961038961,0.012987012987,0.364221364221,0.405405405405,d_roleplayer
Saul I,,3,24,5,26,1,179,24,203,0.881773399015,0.0147783251232,0.118226600985,0.0246305418719,0.137709137709,0.872586872587,o_handler
Benton A,,3,3,6,5,1,4,86,90,0.0444444444444,0.0333333333333,0.0333333333333,0.0666666666667,0.315958815959,0.32175032175,d_roleplayer
K Garner,,3,9,2,2,0,8,90,98,0.0816326530612,0.030612244898,0.0918367346939,0.0204081632653,0.278635778636,0.788931788932,d_handler
Brian K,,3,10,1,20,6,172,19,191,0.900523560209,0.0157068062827,0.0523560209424,0.00523560209424,0.143500643501,0.526383526384,o_handler
Snell B,,3,1,2,1,2,11,19,30,0.366666666667,0.1,0.0333333333333,0.0666666666667,0.812741312741,0.32175032175,d_cutter
Bret C,,3,1,3,0,0,15,61,76,0.197368421053,0.0394736842105,0.0131578947368,0.0394736842105,0.371943371943,0.136422136422,d_roleplayer
Smeltzer,,3,0,0,5,1,9,44,53,0.169811320755,0.0566037735849,0.0,0.0,0.535392535393,0.0482625482625,d_cutter
Skware K,,3,8,2,13,0,91,15,106,0.858490566038,0.0283018867925,0.0754716981132,0.0188679245283,0.253539253539,0.69111969112,o_handler
Sugiok K,,3,5,7,4,2,33,89,122,0.270491803279,0.0245901639344,0.0409836065574,0.0573770491803,0.225225225225,0.429858429858,d_roleplayer
Swink S,,3,9,3,3,3,72,40,112,0.642857142857,0.0267857142857,0.0803571428571,0.0267857142857,0.240025740026,0.723294723295,o_handler
BoucherN,,3,10,9,9,1,29,118,147,0.197278911565,0.0204081632653,0.0680272108844,0.0612244897959,0.195624195624,0.649292149292,d_handler
Shultz D,,3,0,1,1,0,4,44,48,0.0833333333333,0.0625,0.0,0.0208333333333,0.581724581725,0.0482625482625,d_cutter
Greeno J,,3,2,0,5,0,5,95,100,0.05,0.03,0.02,0.0,0.267696267696,0.181467181467,d_roleplayer
TJ Burns,,3,1,4,1,2,10,25,35,0.285714285714,0.0857142857143,0.0285714285714,0.114285714286,0.736164736165,0.271557271557,d_cutter
Takashi,,3,5,4,20,0,102,77,179,0.569832402235,0.0167597765363,0.0279329608939,0.0223463687151,0.153153153153,0.265122265122,d_roleplayer
Seuntjen,,3,2,10,0,1,10,102,112,0.0892857142857,0.0267857142857,0.0178571428571,0.0892857142857,0.240025740026,0.168597168597,d_roleplayer
Bostia A,,3,3,3,4,2,30,69,99,0.30303030303,0.030303030303,0.030303030303,0.030303030303,0.273487773488,0.291505791506,d_roleplayer
Seth C,,3,3,3,14,1,36,38,74,0.486486486486,0.0405405405405,0.0405405405405,0.0405405405405,0.386743886744,0.421492921493,d_handler
Bonell A,,3,3,6,4,0,37,51,88,0.420454545455,0.0340909090909,0.0340909090909,0.0681818181818,0.323680823681,0.328828828829,d_roleplayer
Schakn Z,,3,22,9,13,3,49,168,217,0.225806451613,0.0138248847926,0.101382488479,0.0414746543779,0.129987129987,0.836550836551,d_handler
Kyle K,,3,5,2,2,1,8,41,49,0.163265306122,0.0612244897959,0.102040816327,0.0408163265306,0.569498069498,0.837837837838,d_handler
Bago,,3,2,0,6,3,49,4,53,0.924528301887,0.0566037735849,0.0377358490566,0.0,0.535392535393,0.393822393822,o_handler
Whitti G,,3,2,0,7,0,44,11,55,0.8,0.0545454545455,0.0363636363636,0.0,0.505148005148,0.364864864865,o_handler
Franci H,,3,1,0,4,0,45,20,65,0.692307692308,0.0461538461538,0.0153846153846,0.0,0.436293436293,0.148648648649,o_handler
Egger B,,3,4,2,7,1,29,61,90,0.322222222222,0.0333333333333,0.0444444444444,0.0222222222222,0.315958815959,0.464607464607,d_handler
Dave A,,3,9,5,10,0,10,50,60,0.166666666667,0.05,0.15,0.0833333333333,0.468468468468,0.94851994852,d_handler
Husak G,,3,4,2,6,0,18,31,49,0.367346938776,0.0612244897959,0.0816326530612,0.0408163265306,0.569498069498,0.739382239382,d_handler
Lam F,,3,1,7,1,1,12,99,111,0.108108108108,0.027027027027,0.00900900900901,0.0630630630631,0.2425997426,0.115186615187,d_roleplayer
Moore J,,3,2,6,6,3,21,62,83,0.253012048193,0.0361445783133,0.0240963855422,0.0722891566265,0.341698841699,0.222651222651,d_roleplayer
Wilson G,,3,10,2,19,7,129,14,143,0.902097902098,0.020979020979,0.0699300699301,0.013986013986,0.200772200772,0.661518661519,o_handler
Patel N,,3,8,5,17,3,58,77,135,0.42962962963,0.0222222222222,0.0592592592593,0.037037037037,0.207850707851,0.583011583012,d_handler
Niles P,,3,6,4,9,4,60,32,92,0.652173913043,0.0326086956522,0.0652173913043,0.0434782608696,0.303088803089,0.630630630631,o_handler
Ouelle J,,3,5,3,2,0,1,82,83,0.0120481927711,0.0361445783133,0.0602409638554,0.0361445783133,0.341698841699,0.595238095238,d_handler
Lee A,,3,2,3,0,1,8,85,93,0.0860215053763,0.0322580645161,0.0215053763441,0.0322580645161,0.297297297297,0.196911196911,d_roleplayer
ProulxP,,3,0,3,0,1,3,96,99,0.030303030303,0.030303030303,0.0,0.030303030303,0.273487773488,0.0482625482625,d_roleplayer
J Feng,,2,2,0,2,1,4,42,46,0.0869565217391,0.0434782608696,0.0434782608696,0.0,0.407979407979,0.454954954955,d_handler
Taylor H,,2,1,7,1,1,8,32,40,0.2,0.05,0.025,0.175,0.468468468468,0.232303732304,d_roleplayer
Yoder J,,2,11,3,7,0,19,117,136,0.139705882353,0.0147058823529,0.0808823529412,0.0220588235294,0.135778635779,0.728442728443,d_handler
Sebbi D,,2,2,3,3,0,5,55,60,0.0833333333333,0.0333333333333,0.0333333333333,0.05,0.315958815959,0.32175032175,d_roleplayer
Cavan M,,2,6,1,3,0,12,33,45,0.266666666667,0.0444444444444,0.133333333333,0.0222222222222,0.416344916345,0.906048906049,d_handler
Schure S,,2,16,6,13,1,12,148,160,0.075,0.0125,0.1,0.0375,0.123552123552,0.832046332046,d_handler
Palumb J,,2,0,1,0,1,6,23,29,0.206896551724,0.0689655172414,0.0,0.0344827586207,0.614543114543,0.0482625482625,d_cutter
Thom W,,2,0,4,1,2,40,79,119,0.336134453782,0.0168067226891,0.0,0.0336134453782,0.15444015444,0.0482625482625,d_roleplayer
Thomas B,,2,2,3,1,0,1,65,66,0.0151515151515,0.030303030303,0.030303030303,0.0454545454545,0.273487773488,0.291505791506,d_roleplayer
Thorn- M,,2,2,1,2,1,17,3,20,0.85,0.1,0.1,0.05,0.812741312741,0.832046332046,o_cutter
Bisson N,,2,1,0,6,1,6,32,38,0.157894736842,0.0526315789474,0.0263157894737,0.0,0.494851994852,0.248391248391,d_cutter
Green T,,2,16,4,17,1,32,173,205,0.156097560976,0.00975609756098,0.0780487804878,0.019512195122,0.114543114543,0.707207207207,d_handler
Dozzi M,,2,3,3,4,0,23,109,132,0.174242424242,0.0151515151515,0.0227272727273,0.0227272727273,0.13963963964,0.211068211068,d_roleplayer
Tan J,,2,1,4,2,3,12,74,86,0.139534883721,0.0232558139535,0.0116279069767,0.046511627907,0.211711711712,0.128056628057,d_roleplayer
Eskin Z,,2,0,2,0,2,17,63,80,0.2125,0.025,0.0,0.025,0.228442728443,0.0482625482625,d_roleplayer
Sheehan,,2,13,10,18,1,31,108,139,0.223021582734,0.0143884892086,0.0935251798561,0.0719424460432,0.132561132561,0.792792792793,d_handler
Shepard,,2,0,2,4,1,12,60,72,0.166666666667,0.0277777777778,0.0,0.0277777777778,0.247104247104,0.0482625482625,d_roleplayer
Snyder M,,2,4,2,0,1,1,33,34,0.0294117647059,0.0588235294118,0.117647058824,0.0588235294118,0.553410553411,0.870656370656,d_handler
